Country/Region,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.21,0.21,0.29,0.29,0.29,0.36,0.36,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.5,0.86,1.5,2.29,3.86,5.21,8.79,9.5,11.79,13.71
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.86,1.0,2.0,2.57,3.0,3.43,5.79,6.71,7.29,7.64,9.14,10.21,11.29,11.86,12.43,13.0,14.21,14.86,16.14,16.07,16.64,16.0,15.5,15.5,14.0,12.93,11.64,11.07,9.86,9.21,7.21,6.0,4.29,4.0,1.21,0.93,0.86,0.57,0.71,0.71,0.57,0.57,0.57,0.5,0.29,0.29,0.29,0.21,0.07,0.07,0.07,0.0,-0.14,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.29,0.36,0.36,0.36,0.36,0.36,0.43,0.43,0.5,0.5,0.5,0.57,0.86,1.79,2.64,3.43,5.5,6.29,8.07,11.36,14.07,17.5,22.07,25.71,28.43,33.36,40.93,49.36,57.64,67.14,72.29,80.14,90.0,96.14,106.07,117.07,130.5,148.0,170.0,193.29,204.0,223.36,240.79,262.0,280.0,298.86,319.21,341.93,370.5,400.5,437.0,452.36,479.71,525.93,585.14,644.86,687.36,715.43,751.07,810.93,853.71,923.36,990.29,1042.21,1086.43,1152.36,1180.29,1220.71,1284.5,1332.14,1401.29,1453.21,1485.57,1540.86,1599.07,1669.36,1735.21,1789.71,1839.14,1909.14,2022.93,2068.57,2139.36,2214.64
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.21,0.21,0.43,0.86,1.64,1.64,2.14,2.14,3.5,4.71,5.71,6.64,7.71,8.71,10.43,12.43,13.79,15.64,17.14,19.64,23.07,28.07,32.57,37.5,48.0,55.0,61.14,66.5,73.21,79.43,88.5,94.93,99.93,101.0,112.93,116.14,117.79,119.5,116.14,114.86,113.07,111.29,114.57,116.93,119.43,124.57,124.71,126.36,121.71,123.0,124.5,122.57,119.57,117.79,121.43,124.93,121.29,119.93,115.57,111.64,108.5,108.14,108.29,116.79,118.29,126.07,134.43,138.5,135.0,141.21,148.36,149.93,151.36
Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.07,0.07,0.43,0.43,0.43,0.43,0.71,0.71,1.57,1.57,1.57,2.14,2.21,2.86,2.86,3.14,3.0,3.21,3.43,3.79,3.79,3.93,3.57,3.86,4.0,3.57,3.64,3.43,3.57,3.36,3.14,2.93,2.71,2.36,2.14,2.0,1.5,1.21,1.07,0.93,0.71,0.29,0.14,0.07,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.14
Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.36,0.43,0.43,0.43,0.71,0.71,0.71,0.64,0.64,0.71,0.71,0.79,0.79,0.79,0.5,0.57,0.57,0.57,0.29,0.29,0.36,0.36,0.43,0.36,0.36,0.29,0.29,0.36,1.29,1.14,1.21,1.21,1.21,1.29,1.29,1.36,1.36,1.43,1.5,1.5,1.57,1.5,0.57,0.57,0.5,0.5,0.57,0.5,0.5,0.5,0.43,0.36,0.36,0.36,0.29,0.29,0.29,0.29,4.29,4.29,6.86,6.93,7.14,7.07,7.07,7.07,7.07
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.21,1.0,1.0,1.5,1.93,3.36,3.71,4.93,5.86,6.0,6.07,6.5,7.64,8.64,10.07,11.43,13.36,13.79,14.71,13.86,14.0,13.07,12.36,12.79,13.36,13.07,12.43,11.79,11.36,9.21,7.57,6.71,5.64,5.14,4.79,4.57,4.57,4.07,3.5,3.36,2.71,2.43,1.36,1.36,1.07,1.0,0.79,0.79,0.64,0.57,0.36,0.29,0.21,0.21,0.21,0.14,0.14,0.14,0.14,0.14,0.07,0.0,0.0,0.0,0.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.21,0.36,0.43,0.5,1.21,2.0,2.0,2.64,3.43,4.36,5.36,6.71,8.07,10.07,11.93,15.71,19.21,24.14,27.5,32.21,37.64,41.36,43.21,46.07,51.0,58.79,64.71,69.79,72.43,75.0,78.5,78.79,81.64,84.43,86.21,90.79,97.86,112.5,126.64,126.14,131.0,137.57,144.64,155.07,156.71,165.0,168.0,171.71,168.36,168.86,164.07,152.86,143.21,146.0,146.29,143.36,143.57,140.14,141.43,139.5,143.79,142.71,154.36,154.71,156.5,156.0,148.79,143.71,140.5,135.64,128.86,123.21,118.79,115.79
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.21,0.36,0.5,0.5,0.57,0.57,0.57,0.57,0.71,0.71,0.71,0.71,0.64,0.64,0.5,0.86,0.71,0.93,0.86,0.93,0.93,1.43,1.36,1.5,1.71,1.79,2.07,2.07,2.07,1.71,2.07,3.21,3.57,3.93,3.93,3.43,3.36,3.21,3.21,3.14,2.93,2.93,3.0,2.86,2.5,1.21,1.21,1.07,1.93,2.0,2.0,2.79,2.86,3.57,4.07,4.64,4.64,5.36,5.79,5.86
Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.14,0.14,0.21,0.21,0.21,0.21,0.29,0.5,0.5,0.57,0.57,0.43,0.64,0.64,0.64,0.86,0.79,0.79,0.79,0.93,0.86,0.64,0.64,0.57,0.57,0.57,0.36,0.36,0.36,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.21
Nepal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.14,0.21,0.29,0.29,0.29,0.29,0.29,0.36,0.36,0.57,0.57,0.5,0.5,0.43,0.43,0.36,0.29,0.5,0.64,0.79,0.79,0.71,1.71,1.57,1.57,1.57,2.43,2.57,2.79,2.86,2.86,2.86,2.71,2.71,2.93,2.93,2.07,2.0,3.14,3.14,2.79,3.86,3.79,3.79,4.36,4.14,5.86,11.64,13.79,13.71,14.86,16.57,15.71,21.43,22.86,23.43,25.43,29.57
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.43,0.71,1.29,1.71,2.71,5.86,9.14,13.43,18.93,22.93,27.29,35.93,35.86,57.5,68.29,80.57,99.86,120.5,144.29,170.36,205.36,246.57,282.29,317.36,371.29,423.93,497.5,560.07,632.64,699.43,742.93,782.57,831.29,880.07,915.57,934.79,981.14,1011.57,1009.21,1017.43,1031.07,1043.0,1053.71,1058.29,1063.79,1065.21,1044.29,1042.5,1057.0,1074.21,1063.21,1047.29,1043.43,1025.0,1001.29,962.86,915.21,878.14,837.86,788.0,763.0,723.5,669.29,619.14,566.5,527.14,497.79,463.29,432.29,397.36,371.21,341.86,324.79,326.5,315.14,297.71,277.93,259.71,244.71,240.93,225.93,223.5,209.07,199.71
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.21,0.21,0.29,0.36,0.36,0.36,0.36,0.36,0.36,0.29,0.36,0.5,0.5,0.79,1.21,1.79,2.5,3.36,6.93,6.93,10.71,14.29,19.86,25.93,31.79,36.14,41.5,45.36,49.14,54.93,59.21,64.14,66.93,71.71,71.79,71.79,68.29,65.36,61.5,58.29,54.29,51.36,48.43,43.14,38.64,33.71,28.0,23.86,20.36,17.21,15.5,12.71,11.29,9.93,8.79,7.71,6.43,5.57,5.43,4.64,4.0,3.29,3.07,2.71,2.43,2.21,1.71,2.0,1.79,1.64,1.5,1.36,0.93,0.86,0.86,0.93,1.07,1.0,1.0,0.86
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.29,0.29,0.36,0.36,0.29,0.29,0.21,0.29,0.29,0.29,0.29,0.36,0.36,0.29,0.36,0.36,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.36,0.36,0.36,0.36,0.36,0.43,0.43,0.36,0.36,0.29,0.21,0.21,0.86,0.86,0.79,0.79,0.79,0.71,0.71,17.0,17.0,18.79,18.79
Niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.21,0.21,0.5,0.71,0.71,0.71,1.29,1.93,1.93,5.29,7.0,8.5,10.21,13.0,17.86,19.64,23.93,28.57,30.57,34.36,36.5,35.86,38.79,36.43,34.71,36.21,35.36,33.14,28.21,27.07,22.86,18.64,17.36,13.79,11.93,12.29,9.93,9.21,9.64,7.21,6.93,7.29,7.64,7.57,7.71,7.86,8.14,9.36,8.93,9.36,10.36,10.5,11.21,11.21,10.93,11.0,11.0,10.79,10.71,10.21,10.14
Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.14,0.5,0.5,0.79,1.5,2.07,2.71,3.0,3.5,4.5,4.86,6.21,7.79,9.21,9.43,11.86,12.57,14.14,13.71,14.43,14.14,15.0,16.07,15.93,16.79,16.36,15.14,15.14,17.0,16.64,18.43,20.21,23.43,28.21,30.5,29.36,42.64,49.5,56.43,61.71,67.86,71.0,82.79,94.36,106.43,119.79,131.86,137.93,152.64,163.21,162.29,181.79,201.21,212.07,223.29,236.0,232.5,231.64,230.71,234.29,230.93,242.93,240.93,246.5,252.29,249.29,239.21
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.21,0.21,0.21,0.21,0.5,0.43,0.43,0.93,0.93,0.93,1.21,1.79,2.43,3.36,4.57,5.86,8.0,9.5,10.07,12.14,13.86,14.64,16.21,17.5,19.07,21.64,22.79,24.0,25.93,28.43,31.43,31.0,32.21,31.43,33.0,35.14,37.07,40.64,40.64,41.36,44.29,49.79,49.07,49.07,46.57,46.79,45.14,45.86,45.5,43.93,43.36,39.86,38.93,36.64,33.43,27.43,26.93,24.0,21.71,20.93,21.07,20.0,19.43,18.57,18.21,18.29,18.93,18.07,18.0,18.43,17.57,18.29,20.07,21.36,22.36,22.79,23.29,23.93
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.43,1.07,1.36,1.79,2.29,4.0,6.21,7.71,10.5,12.57,14.64,28.57,42.64,50.07,70.71,76.79,85.86,93.43,102.21,106.71,118.5,129.0,140.79,157.79,172.57,175.93,177.57,190.5,197.07,208.93,218.79,222.29,227.0,236.64,242.93,246.86,245.14,235.86,231.71,230.21,214.43,203.0,182.79,171.0,160.07,154.14,141.57,134.07,124.93,111.93,106.14,99.36,92.21,78.93,89.43,85.0,82.07,77.86,71.57,71.14,74.07,69.29,60.14,60.43,55.21,54.93,53.43,54.57,47.0,45.21,43.36,42.86,41.29,38.07,35.5,33.21,32.71,31.14,30.57,28.71,25.21,22.29,20.36,19.64,18.71
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.29,0.29,0.29,0.43,0.43,0.43,0.86,1.07,1.14,1.14,1.14,1.14,1.0,1.14,1.0,1.0,1.07,0.93,1.14,1.14,0.86,1.71,2.29,2.29,2.57,2.79,3.57,4.71,5.79,6.5,8.0,9.5,10.36,11.21,12.0,12.21,13.07,14.57,16.07,17.36,18.93,20.5,22.86,24.86,25.21,28.14,30.86,39.14,44.36,50.0,56.29,58.36,64.5,69.14,77.07,81.21,85.36,89.93,93.29,97.07,99.93,94.43,94.14,97.43,94.93,98.43,93.07,93.0,87.64,87.64,92.07,88.71,94.43,94.21,100.07,108.86,113.57,124.64,142.36,155.57,181.86,187.0,195.86,209.71,224.29,243.71,263.0
Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.14,0.29,0.29,0.29,0.36,0.36,0.36,0.43,0.43,0.43,0.43,1.14,1.21,1.29,1.86,1.93,3.5,9.43,16.5,21.0,32.07,35.36,51.71,55.0,62.07,68.29,74.57,84.36,96.07,104.57,110.29,112.93,121.57,129.93,140.5,156.07,149.14,170.07,206.5,218.79,228.57,234.86,237.29,251.14,259.5,269.93,278.5,304.64,321.29,309.93,344.29,370.79,332.29,395.0,415.21,476.14,517.5,550.86,578.43,601.36,626.79,653.0,707.0,792.07,818.93,838.29,894.5,891.71,999.79,963.5,1035.36,1143.79,1214.71,1297.57,1408.86,1412.36,1355.07,1477.5,1406.86,1433.36,1513.14,1565.5,1558.93,1674.79,1732.79
Panama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.57,0.79,1.93,2.57,3.07,3.93,4.93,6.14,7.79,9.79,14.29,22.36,24.64,24.57,31.07,39.07,46.21,53.57,61.29,66.71,79.43,78.21,86.29,95.57,105.21,106.29,117.36,125.36,129.0,140.71,148.43,156.29,166.64,172.21,163.64,170.93,173.86,181.5,181.21,176.57,177.07,182.71,183.71,188.43,184.71,183.14,181.79,187.21,182.07,200.29,198.64,193.14,205.71,201.21,195.0,204.64,207.86,193.0,195.14,196.0,190.64,185.36,197.29,183.29,184.71,182.0,168.5,179.71,180.64,167.43,160.43,160.57,156.93
Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.43,0.43,0.43,0.43,0.36,0.36,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.07,0.36,0.36,0.43,0.43,0.43,0.57,0.64,0.79,0.79,0.93,1.29,1.5,1.5,1.86,2.29,2.57,3.29,3.57,3.79,4.0,4.0,4.14,4.71,5.64,5.57,5.86,6.5,6.29,5.86,5.93,5.5,5.5,5.36,5.93,6.71,6.57,6.93,7.64,7.57,7.29,6.79,6.64,6.71,6.36,6.71,6.79,6.71,5.79,5.71,5.57,6.57,9.57,12.0,13.57,14.79,15.93,16.21,17.79,24.29,32.93,34.64,35.43,35.57,35.79,34.86,30.43,29.14,27.86,26.64,28.43,28.07,26.71,19.64
Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.43,0.5,0.79,0.79,1.07,2.0,2.71,3.07,6.14,8.36,10.36,16.71,16.64,22.64,25.5,27.71,28.93,33.5,40.36,43.36,45.21,57.79,61.71,67.71,84.14,84.29,97.21,102.0,137.0,154.71,181.29,275.86,334.0,375.86,441.21,476.21,631.0,659.86,725.14,791.21,849.57,905.29,953.36,983.14,1063.07,1064.86,1118.43,1125.07,1320.21,1428.43,1351.07,1491.93,1604.0,1748.93,1926.43,2008.14,2164.29,2217.64,2382.29,2540.5,2686.57,2871.36,2834.57,2842.14,2865.93,2919.21,3026.79,3116.29,3145.43,3286.21,3310.36,3397.21,3449.57,3514.5,3588.79,3560.79
Philippines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.21,0.21,0.21,0.21,0.21,0.21,0.14,0.14,0.14,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.21,0.5,1.21,2.14,3.29,3.5,4.36,7.71,9.79,9.93,13.14,14.21,15.29,16.07,21.5,26.43,31.57,37.07,41.93,46.79,52.79,68.86,91.29,100.29,135.5,150.64,172.57,199.14,199.07,204.71,228.43,229.43,231.0,240.64,242.29,239.5,230.71,241.86,224.21,224.43,216.21,204.29,213.79,215.21,199.93,202.5,202.86,207.5,214.07,204.71,209.36,203.21,195.36,197.07,202.0,206.71,202.93,211.71,216.14,220.36,235.29,240.14,233.64,236.86,229.64,236.36,242.29,243.29,242.0,237.07,241.21,235.0,230.93,232.71,229.79,220.79,223.86
Poland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.36,0.36,0.79,1.14,1.57,2.21,3.5,4.86,7.36,8.5,12.64,17.0,17.86,25.29,30.0,37.93,44.5,52.36,62.79,72.86,83.71,94.36,109.64,124.5,134.14,148.07,164.5,185.07,211.29,220.79,247.71,261.71,281.93,296.71,311.0,326.14,337.0,343.71,348.5,349.36,359.14,355.14,356.86,365.36,370.36,370.0,357.71,354.57,352.57,352.64,351.21,353.07,354.86,358.29,361.29,354.21,337.57,330.93,314.71,315.21,326.79,326.5,324.0,319.57,312.71,312.79,316.0,335.93,326.0,338.43,350.79,348.71,345.43,348.5,345.5,357.07,364.0,375.21
